Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
13350932564,"Jan 14, 2025, 10:02:47 AM",Jordan,Ride,"",3600,29.95,157.0,52,false,,Roubaix,activities/14239700596.tcx.gz,,7.348,3600.0,3600.0,29952.2,9.34,8.32,0.0,0.0,0.0,0.0,0.0,0.0,,,104.0,92.0,157.0,137.0,,147.0,520.0,,,52.0,,,,,,,,,163.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.32,0.0,,,,,,,51.0,72.0,,,,,,,,,,,,,media/e04d6170-df9e-4268-b892-e7ce9f4ee3e6.jpg
13334864428,"Jan 12, 2025, 12:50:01 PM",Townsend -1,Ride,"",5400,45.75,146.0,61,false,,Roubaix,activities/14222419461.tcx.gz,,7.348,5400.0,5400.0,45752.5,9.78,8.473,0.0,0.0,0.0,0.0,0.0,0.0,,,113.0,93.0,146.0,134.0,,134.0,717.0,,,61.0,,,,,,,,,135.0,5401.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.473,0.0,,,,,,,53.0,60.0,,,,,,,,,,,,,""
13328640504,"Jan 11, 2025, 8:55:56 PM",Afternoon Walk w/ the girls 🦮🚶🏻‍♀️,Walk,"",1796,1.87,105.0,3,false,"",,activities/14215709883.fit.gz,,,1796.0,1627.0,1870.0,1.833,1.149,16.0,15.0,16.6,32.8,14.3,0.0,,,72.0,55.0,105.0,85.0,,,141.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,1736625664.0,3.0,0.8,-6.5,-3.3,0.74,999.1,5.3,9.6,317.0,0.0,1736597888.0,1736632192.0,0.375,,,0.0,1.0,0.95,26518.0,0.0,,,,,0.0,1.041,1108.7,,,,2396.0,,,,,,,,,,,,,,,,,""
13306693410,"Jan 9, 2025, 10:21:05 AM",Bald,Ride,"",3600,30.31,140.0,30,false,,Roubaix,activities/14192179821.tcx.gz,,7.348,3600.0,3600.0,30314.2,8.9,8.421,0.0,0.0,0.0,0.0,0.0,0.0,,,97.0,93.0,140.0,129.0,,149.0,533.0,,,30.0,,,,,,,,,150.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.421,0.0,,,,,,,43.0,66.0,,,,,,,,,,,,,media/72b88b50-7a79-4e9e-9806-e28a670b09af.jpg
13288881099,"Jan 7, 2025, 10:21:48 AM",Fox,Ride,"",3600,30.17,158.0,49,false,,Roubaix,activities/14173126851.tcx.gz,,7.348,3600.0,3600.0,30178.6,9.34,8.383,0.0,0.0,0.0,0.0,0.0,0.0,,,105.0,93.0,158.0,135.0,,150.0,531.0,,,49.0,,,,,,,,,169.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.383,0.0,,,,,,,56.0,75.0,,,,,,,,,,,,,media/765419b0-158a-4a4a-b70a-144cd9c0ff64.jpg
13276010217,"Jan 5, 2025, 8:12:43 PM",Afternoon Walk,Walk,,1412,1.47,124.0,3,false,,,activities/14159244465.fit.gz,,,1412.0,1231.0,1478.8,2.18,1.201,22.0,23.0,20.0,41.8,26.0,0.0,,,74.0,57.0,124.0,98.0,,,127.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,1736107264.0,1.0,1.4,-5.4,-8.7,0.47,1017.0,6.7,12.4,288.0,0.0,1736079616.0,1736113536.0,0.125,,,0.0,1.0,0.21,39109.0,0.0,,,,,0.0,1.047,688.3,,,,1940.0,,,,,,,,,,,,,,,,,""
13275093388,"Jan 5, 2025, 4:23:00 PM",Trento,Ride,"",6300,53.13,159.0,95,false,,Roubaix,activities/14158260425.tcx.gz,,7.348,6300.0,6300.0,53132.1,10.44,8.434,0.0,0.0,0.0,0.0,0.0,0.0,,,122.0,93.0,159.0,137.0,,142.0,887.0,,,95.0,,,,,,,,,145.0,6301.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.434,0.0,,,,,,,71.0,64.0,,,,,,,,,,,,,media/19dd3192-afba-47cb-b2e2-b759b827949d.jpg
13267879390,"Jan 4, 2025, 9:39:19 PM",Afternoon Walk w/ the girl 🦮,Walk,"",2055,2.42,105.0,3,false,,,activities/14150472580.fit.gz,,,2055.0,1958.0,2428.1,2.033,1.24,29.0,27.0,12.2,34.2,33.0,0.1,,,61.0,57.0,105.0,87.0,,,175.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,1736024448.0,8.0,0.1,-9.9,-9.4,0.49,1013.3,7.6,14.4,290.0,0.0,1735993216.0,1736027008.0,0.125,,,0.0,1.0,0.97,39157.0,0.0,,,,,0.0,1.182,1068.7,,,,3162.0,,,,,,,,,,,,,,,,,""
13263680881,"Jan 4, 2025, 12:17:15 PM",Fang Mountain -3,Ride,"",3600,30.29,172.0,88,false,,Roubaix,activities/14145943130.tcx.gz,,7.348,3600.0,3600.0,30292.2,10.34,8.415,0.0,0.0,0.0,0.0,0.0,0.0,,,112.0,92.0,172.0,147.0,,169.0,576.0,,,88.0,,,,,,,,,186.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.415,0.0,,,,,,,67.0,82.0,,,,,,,,,,,,,media/403a0f03-661b-4107-9dbe-3b2e0e4ec324.jpg
13238820378,"Jan 1, 2025, 1:19:34 PM",Morning Hike,Hike,,4773,10.78,130.0,9,false,,,activities/14119198341.fit.gz,,,4773.0,4399.0,10780.1,19.1,2.451,118.0,170.0,31.8,87.8,23.5,-0.5,,,121.0,55.0,130.0,92.0,,,333.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,1735736448.0,1.0,6.8,5.6,6.2,0.96,999.8,2.9,9.8,258.0,0.0,1735734016.0,1735767680.0,0.125,,,0.53,5.0,0.19,17815.0,0.0,,,,,0.0,2.259,3186.6,,,,5560.0,,,,,,,5560.0,,,,,,,,,,""
13237509669,"Jan 1, 2025, 11:16:51 AM",West Vidette -1,Ride,"",1800,15.36,139.0,16,false,,Roubaix,activities/14117766066.tcx.gz,,7.348,1800.0,1800.0,15360.3,9.0,8.533,0.0,0.0,0.0,0.0,0.0,0.0,,,99.0,94.0,139.0,129.0,,145.0,256.0,,,16.0,,,,,,,,,149.0,1801.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.533,0.0,,,,,,,21.0,66.0,,,,,,,,,,,,,media/a2fec38c-5dc0-48ae-aa35-c124e1eb363d.jpg
13230841121,"Dec 31, 2024, 11:54:28 AM",Drake,Ride,"",3600,31.38,171.0,62,false,,Roubaix,activities/14110468450.tcx.gz,,7.348,3600.0,3600.0,31388.1,10.0,8.719,0.0,0.0,0.0,0.0,0.0,0.0,,,112.0,96.0,171.0,141.0,,143.0,495.0,,,62.0,,,,,,,,,174.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.719,0.0,,,,,,,59.0,77.0,,,,,,,,,,,,,media/3f4196b3-2fd5-43c0-b6b6-6ca9bc9afa7b.jpg
13216582600,"Dec 29, 2024, 1:08:04 PM",Normal Service Resumed,Ride,"",5412,41.07,,,false,,CFR,activities/14095022123.fit.gz,,7.348,5412.0,5298.0,41073.8,14.18,7.753,280.0,286.0,89.6,153.4,9.3,0.0,,,108.0,91.0,,,,171.0,1009.0,,9.0,,901870.0,,,,,,,,177.0,5413.0,0.0,,0.0,,1.0,,1735477248.0,3.0,11.8,10.6,11.3,0.97,1017.6,2.5,7.5,173.0,0.0,1735475328.0,1735509632.0,0.875,14320364.0,,0.89,5.0,0.92,8057.0,0.0,,,,,0.0,7.589,1393.6,,,,,,,91.0,78.0,,,,,,,,,,,,,""
13154279750,"Dec 20, 2024, 10:33:13 AM",Pettit,Ride,"",3600,29.93,143.0,31,false,"",Roubaix,activities/14027966108.tcx.gz,,7.348,3600.0,3600.0,29936.7,8.88,8.316,0.0,0.0,0.0,0.0,0.0,0.0,,,97.0,91.0,143.0,129.0,,140.0,500.0,,,31.0,,,,,,,,,142.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.316,0.0,,,,,,,39.0,63.0,,,,,,,,,,,,,media/5353e147-365d-4b42-b284-125ae05f1cb0.jpg
13147818184,"Dec 19, 2024, 10:20:50 AM",Echo -5,Ride,"",3600,29.85,144.0,39,false,,Roubaix,activities/14021006787.tcx.gz,,7.348,3600.0,3600.0,29850.8,8.88,8.292,0.0,0.0,0.0,0.0,0.0,0.0,,,98.0,92.0,144.0,133.0,,152.0,538.0,,,39.0,,,,,,,,,155.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.292,0.0,,,,,,,47.0,69.0,,,,,,,,,,,,,media/a98226c3-034d-48bb-ba8f-251b20bf192e.jpg
13114744038,"Dec 14, 2024, 2:41:42 PM",Baxter -1,Ride,"",4500,37.95,152.0,65,false,,Roubaix,activities/13985571663.tcx.gz,,7.348,4500.0,4500.0,37953.9,9.06,8.434,0.0,0.0,0.0,0.0,0.0,0.0,,,101.0,93.0,152.0,137.0,,143.0,630.0,,,65.0,,,,,,,,,145.0,4501.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.434,0.0,,,,,,,51.0,64.0,,,,,,,,,,,,,media/80106034-9987-4dcd-b610-90c0524b8f44.jpg
13084834559,"Dec 10, 2024, 10:11:47 AM",Aurora,Ride,"",3600,30.07,132.0,14,false,,Roubaix,activities/13953545567.tcx.gz,,7.348,3600.0,3600.0,30075.8,8.88,8.354,0.0,0.0,0.0,0.0,0.0,0.0,,,98.0,92.0,132.0,120.0,,132.0,470.0,,,14.0,,,,,,,,,133.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.354,0.0,,,,,,,34.0,59.0,,,,,,,,,,,,,media/54f7b1df-18ee-4431-9efa-c03d5af16983.jpg
13068021993,"Dec 7, 2024, 8:40:08 PM",Walk w/the girls 🚶🏻‍♀️🦮,Walk,"",2504,2.69,102.0,4,false,"",,activities/13935620319.fit.gz,,,2504.0,2173.0,2690.6,2.05,1.238,19.0,18.0,13.0,32.8,12.8,0.0,,,61.0,56.0,102.0,84.0,,,200.0,,,4.0,,,,,,,,,,,0.0,,0.0,,1.0,,1733601536.0,3.0,4.6,-1.3,-4.9,0.5,1019.2,4.7,8.4,269.0,0.0,1733573120.0,1733607040.0,0.125,,,0.0,1.0,0.89,37925.0,0.0,,,,,0.0,1.075,1118.2,,,,3534.0,,,,,,,,,,,,,,,,,""
13051338254,"Dec 5, 2024, 10:27:12 AM",Leavitt -5,Ride,"",3600,30.44,143.0,33,false,,Roubaix,activities/13917765765.tcx.gz,,7.348,3600.0,3600.0,30443.3,8.9,8.456,0.0,0.0,0.0,0.0,0.0,0.0,,,99.0,94.0,143.0,131.0,,149.0,529.0,,,33.0,,,,,,,,,152.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.456,0.0,,,,,,,45.0,67.0,,,,,,,,,,,,,media/8f30d596-51a6-4857-a949-c8f19d6e46e9.jpg
13036602954,"Dec 3, 2024, 10:22:00 AM",Grassy Ridge,Ride,"",3600,30.77,162.0,57,false,,Roubaix,activities/13902082729.tcx.gz,,7.348,3600.0,3600.0,30773.0,9.6,8.548,0.0,0.0,0.0,0.0,0.0,0.0,,,107.0,94.0,162.0,139.0,,151.0,516.0,,,57.0,,,,,,,,,171.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.548,0.0,,,,,,,57.0,76.0,,,,,,,,,,,,,media/099867af-2bc8-4823-88bb-416aac576e4d.jpg
13009789411,"Nov 29, 2024, 1:34:21 PM",Brunch Ride,Ride,"",10294,73.08,175.0,267,false,,CFR,activities/13873284161.fit.gz,,7.348,10294.0,9473.0,73082.6,15.18,7.715,540.0,549.0,51.6,139.4,25.0,0.0,,,110.0,93.0,175.0,151.0,,181.0,2622.0,,2.0,267.0,1711653.0,,,,,,,,186.0,10190.0,0.0,,0.0,,1.0,,1732885248.0,3.0,1.0,1.3,-2.5,0.77,1016.3,1.0,2.9,213.0,0.0,1732882176.0,1732917120.0,0.875,14320364.0,,0.0,1.0,1.0,28020.8,0.0,,,,,0.0,7.1,0.0,,,,,,,191.0,82.0,,,,,,,,,,,,,media/C7256F49-7142-46DC-B799-93724658D377.jpg|media/A185F4FA-4606-4A60-A8E6-2E660A698C39.jpg
12994645142,"Nov 27, 2024, 11:54:58 AM",TNR - Bell Pre Loop,Ride,"",5175,38.83,162.0,103,false,"",CFR,activities/13857037472.fit.gz,,7.348,5175.0,5109.0,38830.3,13.9,7.6,288.0,299.0,83.6,150.2,10.4,0.0,,,110.0,91.0,162.0,143.0,,186.0,1313.0,,-4.0,103.0,948987.0,,,,,,,,193.0,5176.0,0.0,,0.0,,1.0,,1732705152.0,3.0,-0.3,1.3,-2.5,0.85,1019.1,0.4,0.6,281.0,0.0,1732709248.0,1732744320.0,0.875,14320364.0,,0.13,5.0,0.8,26264.6,0.0,,,,,0.0,7.503,1387.5,,,,,,,104.0,85.0,,,,,,,,,,,,,""
12973395031,"Nov 24, 2024, 12:56:35 PM",Andromeda,Ride,"",6300,52.74,138.0,43,false,,Roubaix,activities/13834409317.tcx.gz,,7.348,6300.0,6300.0,52747.6,9.72,8.373,0.0,0.0,0.0,0.0,0.0,0.0,,,113.0,93.0,138.0,127.0,,136.0,851.0,,,43.0,,,,,,,,,138.0,6301.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.373,0.0,,,,,,,65.0,61.0,,,,,,,,,,,,,media/cc92647f-e551-4630-9209-04bbb4d55d23.jpg
12965088211,"Nov 23, 2024, 12:45:26 PM",Avalanche Spire -3,Ride,"",3600,30.61,170.0,76,false,,Roubaix,activities/13825587970.tcx.gz,,7.348,3600.0,3600.0,30618.9,9.18,8.505,0.0,0.0,0.0,0.0,0.0,0.0,,,101.0,94.0,170.0,144.0,,160.0,550.0,,,76.0,,,,,,,,,180.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.505,0.0,,,,,,,63.0,80.0,,,,,,,,,,,,,media/803497e5-4ad2-4c81-b8ed-b66252647145.jpg
12935524351,"Nov 19, 2024, 10:25:31 AM",Harmon,Ride,"",3600,30.97,149.0,33,false,,Roubaix,activities/13794147576.tcx.gz,,7.348,3600.0,3600.0,30973.3,9.78,8.604,0.0,0.0,0.0,0.0,0.0,0.0,,,108.0,94.0,149.0,129.0,,143.0,493.0,,,33.0,,,,,,,,,157.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.604,0.0,,,,,,,47.0,69.0,,,,,,,,,,,,,media/097e2a06-40fb-4514-b98c-edc824f1f7d6.jpg
12922953548,"Nov 17, 2024, 12:23:58 PM",Sunday Espresso Group Ride,Ride,"",10883,84.04,177.0,275,false,,Brooklyn ,activities/13780537865.fit.gz,,7.348,10883.0,9961.0,84044.4,13.76,8.437,426.0,456.0,1.0,72.2,17.1,0.0,,,108.0,87.0,177.0,150.0,,162.0,1844.0,,10.0,275.0,1611712.0,,,,,,,,174.0,10306.0,0.0,,0.0,,1.0,,1731844864.0,1.0,5.4,3.1,0.6,0.71,1018.1,2.4,6.3,302.0,0.0,1731843968.0,1731879424.0,0.625,12333719.0,,0.0,1.0,0.0,25053.0,0.0,,,,,0.0,7.723,466.1,,,,,,,169.0,77.0,,,,,,,,,,,,,""
12916931632,"Nov 16, 2024, 8:49:32 PM",Afternoon Walk with the girls 🐕🏃‍♀️,Walk,"",2341,2.62,109.0,4,false,,,activities/13774051944.fit.gz,,,2341.0,2138.0,2622.5,1.8,1.227,23.0,24.0,12.0,34.0,17.8,-0.1,,,61.0,55.0,109.0,92.0,,,195.0,,,4.0,,,,,,,,,,,0.0,,0.0,,1.0,,1731787264.0,1.0,15.9,12.9,3.0,0.42,1011.7,6.0,10.9,320.0,0.0,1731757440.0,1731793152.0,0.5,,,0.0,1.0,0.09,38680.0,1.0,,,,,0.0,1.12,1519.5,,,,3538.0,,,,,,,,,,,,,,,,,""
12915284593,"Nov 16, 2024, 1:57:08 PM",MJT Saturday Group Ride,Ride,"",9446,67.81,182.0,175,false,,Brooklyn ,activities/13772271463.fit.gz,,7.348,9446.0,7938.0,67812.4,14.12,8.543,399.0,398.0,25.4,97.6,15.1,0.0,,,114.0,80.0,182.0,145.0,,141.0,1316.0,,14.0,175.0,1130988.0,,,,,,,,162.0,8438.0,0.0,,0.0,,1.0,,1731762048.0,1.0,7.3,5.2,3.1,0.75,1011.9,4.3,10.6,311.0,0.0,1731757440.0,1731793152.0,0.5,12333719.0,,0.0,1.0,0.05,24527.0,0.0,,,,,0.0,7.179,0.0,,,,,,,120.0,72.0,,,,,,,,,,,,,""
12898091971,"Nov 14, 2024, 10:31:49 AM",Penley,Ride,"",3600,30.35,135.0,14,false,,Roubaix,activities/13753782960.tcx.gz,,7.348,3600.0,3600.0,30354.2,8.9,8.432,0.0,0.0,0.0,0.0,0.0,0.0,,,98.0,93.0,135.0,117.0,,134.0,478.0,,,14.0,,,,,,,,,137.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.432,0.0,,,,,,,38.0,62.0,,,,,,,,,,,,,media/e1c27802-9636-43c2-96e9-081d651df631.jpg
12882368819,"Nov 12, 2024, 10:18:16 AM",Colosseum -3,Ride,"",3600,29.67,127.0,12,false,,Roubaix,activities/13736941337.tcx.gz,,7.348,3600.0,3600.0,29677.8,9.32,8.244,0.0,0.0,0.0,0.0,0.0,0.0,,,104.0,91.0,127.0,114.0,,127.0,444.0,,,12.0,,,,,,,,,128.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.244,0.0,,,,,,,33.0,58.0,,,,,,,,,,,,,media/ab5c66c2-dca2-411e-b3d4-bc4591085bd1.jpg
12874452516,"Nov 11, 2024, 10:27:30 AM",Aurora,Ride,"",3600,30.23,129.0,13,false,,Roubaix,activities/13728452308.tcx.gz,,7.348,3600.0,3600.0,30235.6,8.9,8.399,0.0,0.0,0.0,0.0,0.0,0.0,,,97.0,93.0,129.0,118.0,,129.0,460.0,,,13.0,,,,,,,,,131.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.399,0.0,,,,,,,34.0,59.0,,,,,,,,,,,,,media/025a3a35-29e8-4b08-b09f-4c6d70a78cea.jpg
12860874494,"Nov 9, 2024, 12:59:24 PM",Remington / Kelly’s Ford Loop 💨💨,Ride,"",10899,78.11,163.0,167,false,,CFR,activities/13713780383.fit.gz,,7.348,10899.0,10413.0,78114.7,15.0,7.502,590.0,592.0,75.2,145.6,16.7,0.0,,,112.0,90.0,163.0,139.0,,176.0,2572.0,,9.0,167.0,1824470.0,,,,,,,,182.0,10900.0,0.0,,0.0,,1.0,,1731153664.0,1.0,7.0,2.8,3.0,0.76,1026.8,3.7,9.6,14.0,0.0,1731152896.0,1731189760.0,0.25,14320364.0,,0.0,1.0,0.0,33547.0,0.0,,,,,0.0,7.167,1376.1,,,,,,,203.0,82.0,,,,,,,,,,,,,""
12855524163,"Nov 8, 2024, 6:57:54 PM",Pass Mountain Trail on the AT,Hike,First trail hike for the girl 🦮,4290,4.22,138.0,10,false,,,activities/13708031806.fit.gz,,,4290.0,3923.0,4219.3,1.883,1.076,187.0,182.0,755.4,928.6,35.2,0.1,,,115.0,51.0,138.0,98.0,,,339.0,,,10.0,,,,,,,,,,,0.0,,0.0,,1.0,,1731088768.0,1.0,19.0,19.2,6.1,0.43,1017.3,3.8,8.0,303.0,0.0,1731066496.0,1731103488.0,0.125,,,0.0,1.0,0.01,44407.0,3.0,,,,,0.0,0.984,3969.3,,,,6112.0,,,,,,,6112.0,,,,,,,,,,""
12848050961,"Nov 7, 2024, 8:59:37 PM",CLP TNR November Edition,Ride,"",4971,38.85,169.0,128,false,,CFR,activities/13699970150.fit.gz,,7.348,4971.0,4912.0,38855.1,14.88,7.91,256.0,278.0,89.0,151.6,10.3,0.0,,,111.0,91.0,169.0,149.0,,186.0,1340.0,,21.0,128.0,908466.0,,,,,,,,195.0,4972.0,0.0,,0.0,,1.0,,1731009536.0,3.0,25.6,26.4,17.2,0.6,1017.5,1.6,4.0,347.0,0.1,1730979968.0,1731017088.0,0.125,14320364.0,,0.35,5.0,0.72,30242.0,1.0,,,,,0.0,7.816,1382.6,,,,,,,106.0,88.0,,,,,,,,,,,,,""
12827580803,"Nov 5, 2024, 10:30:55 AM",Coy,Ride,"",3600,30.63,143.0,23,false,,Roubaix,activities/13678068805.tcx.gz,,7.348,3600.0,3600.0,30635.6,10.06,8.51,0.0,0.0,0.0,0.0,0.0,0.0,,,114.0,94.0,143.0,123.0,,134.0,465.0,,,23.0,,,,,,,,,151.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.51,0.0,,,,,,,46.0,68.0,,,,,,,,,,,,,media/95dcb2ce-052c-4eb3-9b7a-34e5edd922ed.jpg
12813719383,"Nov 3, 2024, 12:24:52 PM",Abbreviated Espresso Group Ride,Ride,"",6217,42.96,172.0,123,false,,Brooklyn ,activities/13663151839.fit.gz,,9.072,6217.0,5044.0,42966.1,12.88,8.518,258.0,287.0,2.6,42.0,27.6,-0.1,,,108.0,87.0,172.0,147.0,,169.0,970.0,,8.0,123.0,851643.0,,,,,,,,177.0,5615.0,0.0,,0.0,,1.0,,1730635264.0,1.0,4.7,1.6,1.1,0.78,1031.1,3.5,6.9,14.0,0.0,1730633344.0,1730670592.0,0.125,12333719.0,,0.0,1.0,0.34,30722.0,0.0,,,,,0.0,6.911,466.9,,,,,,,99.0,80.0,,,,,,,,,,,,,""
12806401781,"Nov 2, 2024, 12:34:59 PM",Mercer Meadows 55,Ride,"",14298,89.41,175.0,186,false,,Brooklyn ,activities/13655265058.fit.gz,,9.072,14298.0,11938.0,89417.2,16.5,7.49,1046.0,1049.0,36.8,169.4,24.3,0.0,,,110.0,82.0,175.0,136.0,,156.0,2138.0,,13.0,186.0,1858365.0,,,,,,,,184.0,12436.0,0.0,,0.0,,1.0,,1730548736.0,1.0,7.7,6.3,3.9,0.77,1026.2,2.6,7.0,321.0,0.0,1730547072.0,1730584448.0,0.125,12333719.0,,0.0,1.0,0.05,28395.0,0.0,,,,,0.0,6.254,27.1,,,,,,,237.0,83.0,,,,,,,,,,,,,""
12780134742,"Oct 30, 2024, 9:32:56 AM",Homers Nose -1,Ride,"",3600,30.67,127.0,13,false,,Roubaix,activities/13626999765.tcx.gz,,9.072,3600.0,3600.0,30676.9,8.89,8.521,0.0,0.0,0.0,0.0,0.0,0.0,,,97.0,93.0,127.0,120.0,,134.0,469.0,,,13.0,,,,,,,,,136.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.521,0.0,,,,,,,37.0,61.0,,,,,,,,,,,,,media/2990ebf0-dbff-4bf9-8f06-1af3656d8d20.jpg
12771703477,"Oct 29, 2024, 9:18:32 AM",Monitor -1,Ride,"",3600,30.18,152.0,47,false,,Roubaix,activities/13617976936.tcx.gz,,9.072,3600.0,3600.0,30187.8,9.502,8.385,0.0,0.0,0.0,0.0,0.0,0.0,,,107.0,93.0,152.0,133.0,,151.0,527.0,,,47.0,,,,,,,,,171.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.385,0.0,,,,,,,59.0,77.0,,,,,,,,,,,,,media/dae73995-bb4d-4d4c-8b05-3b81b3ffad86.jpg
12758114862,"Oct 27, 2024, 11:20:57 AM",Atlantic Highlands Espresso Train 💨💨💨,Ride,"",10684,69.82,165.0,115,false,,Brooklyn ,activities/13603290108.fit.gz,,9.072,10684.0,9098.0,69821.1,14.441,7.674,406.0,406.0,1.4,41.4,12.4,0.0,,,104.0,83.0,165.0,135.0,,149.0,1558.0,,9.0,115.0,1346007.0,,,,,,,,162.0,9800.0,0.0,,0.0,,1.0,,1730026752.0,1.0,5.0,1.7,1.5,0.78,1029.3,3.2,7.0,335.0,0.0,1730028032.0,1730066304.0,0.875,12333719.0,,0.0,1.0,0.3,31246.0,0.0,,,,,0.0,6.535,1209.5,,,,,,,145.0,73.0,,,,,,,,,,,,,""
12750167146,"Oct 26, 2024, 12:48:26 PM",Allaire Village Saturday Group,Ride,"",10359,72.06,170.0,149,false,,Brooklyn ,activities/13594674959.fit.gz,,9.072,10359.0,8600.0,72059.3,15.12,8.379,379.0,379.0,1.4,51.6,17.3,0.0,,,111.0,80.0,170.0,140.0,,146.0,1459.0,,17.0,149.0,1259008.0,,,,,,,,169.0,9252.0,0.0,,0.0,,1.0,,1729944064.0,1.0,11.0,8.9,7.1,0.77,1018.5,3.5,7.8,290.0,0.0,1729941632.0,1729980032.0,0.875,12333719.0,,0.0,1.0,0.15,29735.0,0.0,,,,,0.0,6.956,164.0,,,,,,,148.0,76.0,,,,,,,,,,,,,media/2113125C-4C3C-4491-87D0-BCE41D084E35.jpg|media/0B6F8F5B-276E-4DFC-9CBE-D62F3AEB022F.jpg|media/245EC65C-210B-4971-AEDC-80B285384322.jpg
12724197697,"Oct 23, 2024, 9:41:54 AM",Colosseum -3,Ride,"",3600,30.29,122.0,12,false,,Roubaix,activities/13566661546.tcx.gz,,9.072,3600.0,3600.0,30296.4,8.888,8.416,0.0,0.0,0.0,0.0,0.0,0.0,,,98.0,93.0,122.0,115.0,,127.0,444.0,,,12.0,,,,,,,,,128.0,3601.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.416,0.0,,,,,,,33.0,58.0,,,,,,,,,,,,,media/b3a19a4d-f632-4c61-ad15-897712008912.jpg
